Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
63454,"Thunder Wolf Energy Center, LLC",63776,Thunder Wolf Energy Center Hybrid,CO,Pueblo,TW100,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,6,2023,400,100,100,LIB,,,,33,CS,,,,,Y,,Y,,,,PR,Y,,,,N,63776,TW300, ,, ,,N
63491,"Partridgeville Road Solar 1, LLC",63804,Partridgeville Hybrid CSG,MA,Worcester,PBESS,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,1,2020,3.9,2,2,LIB,,,,2,CS,,,,,,,,,,,PR,Y,,,,Y,63804,PAR, ,, ,,Y
63490,Williamsville Road LLC,63805,Williamsville Hybrid CSG,MA,Worcester,WBESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,9,2021,6.7,3.3,3.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,63805,WIL, ,, ,,Y
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,IPP Non-CHP,2,250,250,250,7,2020,700,250,250,LIB,,,,69.6,BL,PR,,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP1,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,6,2021,20,20,20,LIB,,,,27.5,CT,,,,Y,Y,,,Y,,,PR,,,,Y,N, ,, ,, ,,N
63525,"Westlands Solar Blue (OZ) Owner, LLC",63848,Solar Blue,CA,Kings,BESS1,OP,Batteries,BA,IPP Non-CHP,2,225,225,225,12,2023,900,225,225,LIB,,,,300,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
63526,"Chestnut Westside, LLC",63849,Chestnut,CA,Kings,BESS1,OP,Batteries,BA,IPP Non-CHP,2,135,135,135,12,2023,540,135,135,LIB,,,,135,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
63550,"Ventura Energy Storage, LLC",63891,Saticoy,CA,Ventura,SATCY,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,4,2021,400,100,100,LIB,,,,70,CS,PR,Y,,Y,,,,,Y,,,,,,Y,N, ,, ,, ,,Y
63549,"Lily Solar, LLC",63892,Lily Solar Hybrid,TX,Kaufman,LILYB,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,10,2021,80.5,50,50,LIB,,,,75,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,63900,AES Waikoloa Solar Hybrid,HI,Hawaii,KLOAB,OP,Batteries,BA,IPP Non-CHP,2,30,30,30,4,2023,120,30,30,LIB,,,,15.9,CS,,Y,,Y,PR,,Y,Y,Y,,Y,,,Y,,Y,63900,YKLOA, ,, ,,N
63571,"Azure Sky Solar Project, LLC",63905,Azure Sky Solar,TX,Haskell,ASKYB,OP,Batteries,BA,IPP Non-CHP,2,77.6,77.6,77.6,6,2022,80.5,51.7,51.7,LIB,,,,77,CS,PR,Y,,,,,,,Y,,Y,,,,,N, ,, ,, ,,N
63578,"Dodge Flat Solar, LLC",63913,Dodge Flat,NV,Washoe,DODGB,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,3,2022,200,50,50,LIB,,,,16.4,CS,,,PR,,,,Y,,,,Y,,,Y,,Y,63913,, ,, ,,Y
61230,"Arevon Energy, Inc.",63930,Cal Flats BESS,CA,Monterey,CF60,OP,Batteries,BA,IPP Non-CHP,2,60,60,60,11,2021,242,60,60,LIB,,,,66.5,CS,PR,Y,,Y,Y,,,Y,Y,,,Y,,,,N, ,, ,, ,,N
64172,Arevon Asset Management,63943,Coso Battery Storage,CA,Inyo,61730,OP,Batteries,BA,IPP Non-CHP,2,60,60,60,4,2022,240,60,60,LIB,,,,20,CS,PR,Y,,,,,Y,,,,,Y,,,,Y,63943,61730, ,, ,,N
6455,"Duke Energy Florida, LLC",63995,Trenton,FL,Gilchrist,ES1,OP,Batteries,BA,Electric Utility,1,11,11,11,12,2021,10.1,11,11,LIB,,,,1.7,CS,,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63996,Cape San Blas,FL,Gulf,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,14.3,5.5,5.5,LIB,,,,0.3,CS,,,,,,Y,PR,,,,,,,,Y,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63998,Jennings Energy Storage Facility,FL,Hamilton,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,5.5,5.5,5.5,LIB,,,,0.3,CS,,,,,,Y,PR,,,,,,,,Y,N, ,, ,, ,,Y
6455,"Duke Energy Florida, LLC",63999,Micanopy Energy Storage Facility,FL,Alachua,ES1,OP,Batteries,BA,Electric Utility,1,8.3,8.3,8.3,10,2022,11.7,8.3,8.3,LIB,,,,5,CS,,,,,,Y,PR,,,,,,,,Y,N, ,, ,, ,,Y
61012,AES Distributed Energy,64000,Amaterasu LLC,MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.2,3.2,3.2,6,2021,6,3.2,3.2,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64000,DRC, ,, ,,N
60146,Ameresco Federal Solutions,64050,Fort Bragg - Camp Mackall PV BESS System,NC,Richmond,CMABS,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,2,2023,2,2,2,LIB,,,,1.2,CS,,,,,,,,,,PR,Y,Y,Y,,,Y,64050,CMAPV, ,, ,,N
63707,OYA Blanchard Road LLC,64084,Blanchard Road 1 Community Solar,NY,Jefferson,BR1S,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64084,BR1CS, ,, ,,N
63708,OYA Blanchard Road 2 LLC,64087,Blanchard Road 2 Community Solar,NY,Jefferson,BR2S,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,N,64087,BR2CS, ,, ,,N
63723,"Ignacio Grid, LLC",64089,Ignacio Grid Energy Storage System,TX,Hidalgo,IGN01,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,3,2023,100,100,100,LIB,,,,34,CS,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63709,OYA NYS Rte 12 LLC,64090,NYS Rte 12 Community Solar,NY,Jefferson,NR12S,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64090,NYR12, ,, ,,N
63711,OYA Great Lakes Seaway LLC,64092,Great Lakes Seaway Community Solar,NY,Jefferson,GLSS,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,PR,,,Y,,Y,64092,GLSCS, ,, ,,N
63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,DH003,OP,Batteries,BA,IPP Non-CHP,2,35,35,35,1,2021,140,35,35,LIB,,,,11.5,CS,PR,,,,,,,,,,Y,,Y,,,Y,64103,DH002, ,, ,,N
63733,"Maverick Solar 6, LLC",64105,"Maverick Solar 6, LLC",CA,Riverside,MAV04,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,6,2022,200,50,50,LIB,,,,16.5,CS,PR,,,,,,Y,,,,Y,Y,Y,,,Y,64105,MAV03, ,, ,,N
64059,Ware Palmer Road Solar LLC,64128,Ware Palmer Road Solar LLC CSG,MA,Hampshire,WPRB,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,6,2021,4.5,2,2,LIB,,,,1.1,CS,,,,,Y,,PR,,,,Y,,Y,,,Y,64128,WPRS, ,, ,,N
64058,East Brookfield Adams Road Solar LLC,64129,East Brookfield Adams Road Solar LLC CSG,MA,Worcester,EBARB,OP,Batteries,BA,IPP Non-CHP,2,3.1,2.8,2.8,6,2021,6.3,3,3,LIB,,,,1.1,CS,,,,,Y,,PR,,,,Y,,Y,,,Y,64129,EBARS, ,, ,,N
61012,AES Distributed Energy,64140,"BWC Stony Brook, LLC Hybrid",MA,Middlesex,BESS,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,7,2021,1.4,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64140,BSBPV, ,, ,,N
61012,AES Distributed Energy,64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,4,2021,6.7,3.5,3.5,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64147,DRAPV, ,, ,,N
63772,"Fish Springs Ranch Solar, LLC",64148,Fish Springs,NV,Washoe,FISHB,OP,Batteries,BA,IPP Non-CHP,2,25,25,25,3,2022,100,25,25,LIB,,,,8.2,CS,,,PR,,,,Y,,,,Y,,,Y,,Y,64148,, ,, ,,Y
63784,"Azure Sky Wind Project, LLC",64164,"Azure Sky Wind Project, LLC Hybrid",TX,Throckmorton,ASWBE,OP,Batteries,BA,IPP Non-CHP,2,120,120,120,9,2023,190,121.8,121.8,LIB,,,,195.5,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,64170,"BWC Muddy Brook, LLC Hybrid",MA,Worcester,MBES,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2021,1.8,0.9,0.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64170,MBPV, ,, ,,N
61012,AES Distributed Energy,64182,"BWC Lake Lashaway, LLC Hybrid",MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.7,3.7,3.7,5,2021,9,3.7,3.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64182,PRAPV, ,, ,,N
61012,AES Distributed Energy,64185,ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,1,2021,3.5,1.9,1.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64185,DRAPV, ,, ,,N
61012,AES Distributed Energy,64187,ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,MA,Hampden,DRAES,OP,Batteries,BA,IPP Non-CHP,2,0.7,1,1,1,2021,2.5,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64187,DRAPV, ,, ,,N
56215,"RWE Renewables Americas, LLC",64197,"Fifth Standard Solar PV, LLC (Hybrid)",CA,Fresno,FTHSB,OP,Batteries,BA,IPP Non-CHP,2,137,117,117,9,2023,137,137,137,LIB,,,,45.1,CS,,PR,,,,,,,,,Y,Y,,,,Y,64197,FTHSS, ,, ,,N
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,Electric Utility,1,1,1,1,12,2020,4,1,1,LIB,,,,2.4,CS,,,,,Y,,PR,,,,,,,,Y,N, ,, ,, ,,N
15470,"Duke Energy Indiana, LLC",64207,Crane Battery Energy Storage System,IN,Martin,ES1,OP,Batteries,BA,Electric Utility,1,5,5,5,12,2020,5,5,5,LIB,,,,5,CS,,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64213,Auburn Solar Project,MA,Worcester,BEAUB,OP,Batteries,BA,IPP Non-CHP,2,3.8,3.8,3.8,5,2022,9.4,3.7,3.7,LIB,,,,3.7,CS,PR,,,,,,,,,,Y,,Y,,,Y,64213,AUB, ,, ,,N
63842,"BCSB, LLC",64222,Burt County Solar Hybrid,NE,Burt,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,N
63842,"BCSB, LLC",64223,Dodge County Solar Hybrid,NE,Dodge,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,N
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B1,OP,Batteries,BA,Commercial Non-CHP,4,1,1,1,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,PR,,,,,Y,N, ,, ,, ,,N
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B2,OP,Batteries,BA,Commercial Non-CHP,4,1,1,1,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,PR,,,,,Y,N, ,, ,, ,,N
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B3,OP,Batteries,BA,Commercial Non-CHP,4,1,1,1,1,1998,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,PR,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64293,Alvin,TX,Brazoria,ALVIN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64294,Odessa,TX,Ector,ODSA,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64295,Angleton,TX,Brazoria,ANGLE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64296,Brazoria,TX,Brazoria,BRAZ,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64297,Heights,TX,Galveston,H8S,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64298,Magnolia TX,TX,Galveston,MANGO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64312,Bat Cave,TX,Mason,BC,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,10,2021,110,100,100,LIB,,,,103,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64314,Dickinson,TX,Galveston,DIKN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64315,Loop 463,TX,Victoria,LOOP,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64316,Lopeno,TX,Zapata,LOPE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64317,North Fork TX,TX,Williamson,NF,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,10,2021,110,100,100,LIB,,,,103,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64318,Pueblo BA,TX,Maverick,PBL1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64318,Pueblo BA,TX,Maverick,PBL2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64319,Ranchtown,TX,Bexar,RANCH,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64321,Sweeny,TX,Brazoria,SWNY,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64322,Zapata,TX,Zapata,ZPT1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
56201,Engie North America,64322,Zapata,TX,Zapata,ZPT2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63991,"DG New York CS, LLC",64374,Norwich Solar and Energy Storage CSG,NY,Chenango,NRWCB,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,9,2021,15,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,PR,,,Y,,Y,64374,NRWCH, ,, ,,N
9417,Interstate Power and Light Co,64375,Decorah Battery,IA,Winneshiek,BESS1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,6,2021,2.9,2.5,2.5,LIB,,,,2.5,CS,,,,,,PR,,,Y,,Y,,,,Y,N, ,, ,, ,,Y
61012,AES Distributed Energy,64395,ZPD-PT Solar Project 2017-006 LLC Hybrid,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,2.5,4,4,7,2021,5,2.5,2.5,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64395,DRAPV, ,, ,,N
63432,SkyHigh 2 Solar,64400,BYU - Hawaii,HI,Honolulu,BYESS,OP,Batteries,BA,Commercial Non-CHP,4,1.9,1.9,1.9,11,2021,1.9,1.9,1.9,LIB,,,,1.9,CS,Y,,,,,,Y,,,,Y,,,,,, ,, ,, ,,
63289,Key Capture Energy,64423,TX7 Flat Top,TX,Reeves,TX7,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2020,16.5,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63289,Key Capture Energy,64424,TX8 Worsham,TX,Pecos,TX8,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,2,2020,17.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63289,Key Capture Energy,64425,TX2 Port Lavaca,TX,Calhoun,TX2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2020,11.9,9.9,9.9,LIB,,,,9.9,CS,,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64002,Wilmot Energy Center LLC,64426,Wilmot Energy Center LLC,AZ,Pima,WILBA,OP,Batteries,BA,IPP Non-CHP,2,30,30,30,4,2021,60,30,30,LIB,,,,1,CS,,Y,PR,,,,Y,Y,,,Y,Y,,,,N, ,, ,, ,,N
64069,"Breckenridge Street Solar 1, LLC",64432,Breckenridge Solar,MA,Hampden,BBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,11,2020,4.7,2.2,2.2,LIB,,,,2.2,CS,,,,,,,,,,,PR,Y,,,,N,64432,BKS, ,, ,,Y
64073,"Wilmarth Lane Solar 1, LLC",64436,Wilmarth Solar,MA,Norfolk,WILB,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,2,2020,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,64436,WLB, ,, ,,Y
57365,Consolidated Edison Solutions Inc.,64442,Mt Pleasant Community Center,NY,Westchester,MPES,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,11,2022,3,0.5,0.7,LIB,,,,0.5,CS,,,,,,,,,,,PR,Y,,,,Y,64442,MPPV, ,, ,,N
17470,PUD No 1 of Snohomish County,64446,Arlington Microgrid,WA,Snohomish,AMGB,OP,Batteries,BA,Electric Utility,1,1,1,1,10,2021,1.4,1,1,LIB,,,,1,CS,Y,,,,Y,,Y,,,PR,Y,,,,,N, ,, ,, ,,N
64118,"Grissom Solar, LLC",64450,"Grissom Solar, LLC",NC,Halifax,GSF02,OP,Batteries,BA,IPP Non-CHP,2,10,10,10,5,2021,10,5,5,LIB,,,,4.4,CS,PR,,,,,,,Y,,,Y,Y,,,,Y,64450,GSF01, ,, ,,N
63991,"DG New York CS, LLC",64453,Volney II,NY,Oswego,VOLES,OP,Batteries,BA,IPP Non-CHP,2,3,3,3,2,2021,12,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,PR,,,Y,,Y,64453,VOLNE, ,, ,,N
64144,Arlington Energy Center II,64481,Arlington Energy Center II,CA,Riverside,AEC2B,OP,Batteries,BA,IPP Non-CHP,2,132,132,132,8,2022,528,132,132,LIB,,,,43.4,CT,,PR,,Y,,,,,,,Y,Y,,,,N,64481,AEC1,64481,AEC2, ,,N
64135,Resurgence Solar,64489,Resurgence Solar,CA,San Bernardino,GEN2,OP,Batteries,BA,IPP Non-CHP,2,75,75,75,8,2023,300,75,75,OTH,,,,29.6,CS,PR,,,,,,,,,,Y,Y,,,,Y,64489,GEN1, ,, ,,N
13683,North Carolina El Member Corp,64508,Hall Solar Energy Storage,NC,Duplin,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,1,2022,5,2,2,LIB,,,,5,CS,,,,,,,,PR,,,Y,Y,,,,Y,64508,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64509,South River H4 Solar Energy Storage,NC,Sampson,BAT1,OP,Batteries,BA,Electric Utility,1,0.6,0.6,0.6,3,2023,1.1,0.5,0.5,LIB,,,,1.1,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,64509,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64510,Arba Solar Energy Storage,NC,Greene,BAT1,OP,Batteries,BA,Electric Utility,1,5.1,5.1,5.1,3,2023,10,0.5,0.5,LIB,,,,5,CS,Y,,,,,,PR,Y,,,Y,Y,,,,Y,64510,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64511,Rose Acre Solar Energy Storage,NC,Hyde,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,3,2023,5,2.5,2.5,LIB,,,,5,CS,Y,,,,,,PR,Y,,Y,Y,Y,,,,Y,64511,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64512,Hamlet Solar Energy Storage,NC,Richmond,BAT1,OP,Batteries,BA,Electric Utility,1,0.5,0.5,0.5,3,2023,1.1,0.5,0.5,LIB,,,,0.5,CS,Y,,,,,,PR,Y,,,Y,Y,,,,Y,64512,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64513,Wake RJ3 Solar Energy Storage,NC,Wake,BAT1,OP,Batteries,BA,Electric Utility,1,0.6,0.6,0.6,3,2023,1.1,0.5,0.5,LIB,,,,0.6,CS,Y,,,,,,PR,Y,,,Y,Y,,,,Y,64513,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64514,Ludie Brown Solar Energy Storage,NC,Duplin,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,1,2022,2.5,2,2,LIB,,,,2.5,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,64514,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64516,Lowe Solar Energy Storage,NC,Randolph,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,1,2022,5,2,2,LIB,,,,2.5,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,34516,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64520,Spencer Meadow Solar Energy Storage,NC,Randolph,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,1,2022,5,2,2,LIB,,,,2.5,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,64520,SOL1, ,, ,,N
13683,North Carolina El Member Corp,64522,Old Cedar Solar Energy Storage,NC,Randolph,BAT1,OP,Batteries,BA,Electric Utility,1,1.3,1.3,1.3,8,2021,2,1,1,LIB,,,,2,CS,,,,,,,Y,Y,,,PR,Y,,,,Y,64522,SOL1, ,, ,,N
57313,Tesla Inc.,64528,Gambit Energy Storage - Angleton Storage,TX,Brazoria,1,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,6,2021,200,100,100,LIB,,,,32.9,CS,Y,PR,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64179,"Ranchland Wind Storage, LLC",64545,Ranchland Wind Storage,TX,Callahan,BA,OP,Batteries,BA,IPP Non-CHP,2,71.5,71.5,71.5,10,2023,108.6,71.5,71.5,LIB,,,,75.9,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
6452,Florida Power & Light Co,64546,Wynwood Energy Storage,FL,Miami Dade,1,OP,Batteries,BA,Electric Utility,1,10,10,10,12,2019,40,10,10,LIB,,,,0.5,BL,,,,,,Y,PR,,,,,,,,Y,N, ,, ,, ,,Y
64199,Arlington Energy Center III,64564,Arlington Energy Center III,CA,Riverside,AEC3B,OP,Batteries,BA,IPP Non-CHP,2,110,110,110,8,2022,440,110,110,LIB,,,,36.2,CT,,PR,,Y,,,,,,,Y,Y,,,,N,64564,AEC3, ,, ,,N
62854,"Solar Star California LXXVIII, LLC",64601,County of San Diego COC Hybrid,CA,San Diego,ESS,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.5,0.5,7,2020,1,0.4,0.4,LIB,,,,1,CS,,,,,,,,PR,,,Y,Y,,,,N,64601,PV, ,, ,,N
64229,"SEPV Sierra, LLC",64611,SEPV Sierra,CA,Los Angeles,1,OP,Batteries,BA,IPP Non-CHP,2,8.3,8.3,8.3,4,2020,3.4,6,6,LIB,,,,6,CS,PR,,,Y,Y,,,Y,Y,,Y,,Y,,,N, ,, ,, ,,N
